"","Accession","Hamming","Miyata"
"2","DQ666289","7.02","15.3488888888889"
"3","DQ666290","7.03111111111111","15.3271777777778"
"4","DQ866105","7.03333333333333","15.3853111111111"
"5","DQ866106","7.02444444444444","15.3677555555556"
"6","DQ866108","7.02","15.3323111111111"
"7","DQ866109","7.02","15.3577777777778"
"8","DQ866110","7.02","15.3270444444444"
"9","DQ866112","7.02444444444444","15.3403777777778"
"10","DQ866116","7.02","15.3184"
"11","DQ866119","7.02444444444444","15.3578222222222"
"12","EU086182","7.02444444444444","15.3767333333333"
"13","EU086183","7.01111111111111","15.2878888888889"
"14","EU159386","7.02444444444444","15.3767333333333"
"15","EU828653","7.02","15.3436888888889"
"16","FJ561726","7.02222222222222","15.3151333333333"
"17","FJ561727","7.01555555555556","15.3558222222222"
"18","FJ561728","7.02","15.3054888888889"
"19","FJ866829","7.01777777777778","15.2634888888889"
"20","FJ866830","7.03111111111111","15.325"
"21","FJ866831","7.01555555555556","15.326"
"22","GQ472468","7.02222222222222","15.3652444444444"
"23","GQ472470","7.02444444444444","15.3148222222222"
"24","GQ472473","7.02444444444444","15.36"
"25","GQ472477","7.02444444444444","15.3253777777778"
"26","GU358653","7.01555555555556","15.3411333333333"
"27","HM486355","7.02666666666667","15.4172666666667"
"28","HM486356","7.02666666666667","15.4308"
"29","HM486357","7.02666666666667","15.4172666666667"
"30","HM486358","7.02666666666667","15.4172666666667"
"31","HM486359","7.02666666666667","15.4172666666667"
"32","HM486361","7.02666666666667","15.4172666666667"
"33","HM486362","7.02666666666667","15.4172666666667"
"34","HM486364","7.02666666666667","15.4172666666667"
"35","HM486365","7.02666666666667","15.4172666666667"
"36","HM486366","7.02666666666667","15.4172666666667"
"37","HM486367","7.02666666666667","15.4172666666667"
"38","HM486368","7.02888888888889","15.3767111111111"
"39","HM486369","7.02666666666667","15.4142888888889"
"40","HM486370","7.02666666666667","15.4172666666667"
"41","HM486371","7.02666666666667","15.4172666666667"
"42","HM486372","7.02666666666667","15.4172666666667"
"43","HM486373","7.02666666666667","15.4172666666667"
"44","HM486374","7.02666666666667","15.4366444444444"
"45","HM486375","7.02666666666667","15.4366444444444"
"46","HM486379","7.02222222222222","15.4093333333333"
"47","HM486380","7.02222222222222","15.4093333333333"
"48","HM486381","7.01111111111111","15.3095777777778"
"49","JF819605","7.00666666666667","15.4384666666667"
"50","JF819615","7.02444444444444","15.4100222222222"
"51","JF819622","7.02666666666667","15.4172666666667"
"52","JN974823","7.02444444444444","15.3292888888889"
"53","JN974824","7.02","15.3289555555556"
"54","JN974828","7.02444444444444","15.3589111111111"
"55","JN974829","7.02444444444444","15.3561777777778"
"56","JN974838","7.02","15.3442444444444"
"57","JN974842","7.02","15.292"
"58","JN974845","7.02888888888889","15.3476888888889"
"59","JN974854","7.02666666666667","15.4172666666667"
"60","JN974870","7.03777777777778","15.4204444444444"
"61","JN974871","7.02666666666667","15.3634888888889"
"62","JN974872","7.02888888888889","15.4072444444444"
"63","JN974873","7.02222222222222","15.4193333333333"
"64","JQ970480","7.02888888888889","15.3471777777778"
"65","KT221107","7.03111111111111","15.4130666666667"
"66","KT894558","7.02","15.3456"
"67","KT894572","7.02","15.341"
"68","KT894573","7.02444444444444","15.3684222222222"
"69","KT894577","7.02222222222222","15.4319777777778"
"70","KT894578","7.02222222222222","15.4319777777778"
"71","KX148264","7.02","15.3589333333333"
"72","KY451767","7.01555555555556","15.3169333333333"
"73","MG201879","7.01777777777778","15.3822"
"74","MG201880","7.02","15.3944"
"75","MG201884","7.02444444444444","15.3589111111111"
"76","MG201919","7.02444444444444","15.3480888888889"
"77","MG201921","7.02666666666667","15.3512222222222"
"78","FJ598135","7.02888888888889","15.4014"
"79","FJ712195","7.02888888888889","15.4764222222222"
"80","FJ712196","7.02444444444444","15.3876444444444"
"81","GU647092","7.02888888888889","15.4254222222222"
"82","KF726852","7.01777777777778","15.3352"
"83","KP319184","7.01777777777778","15.3352"
"84","KP319185","7.02888888888889","15.4076444444444"
"85","KP319186","7.02222222222222","15.3345333333333"
"86","KP319187","7.03111111111111","15.4123555555556"
"87","KP319188","7.02222222222222","15.3345333333333"
"88","KP319189","7.03111111111111","15.4123555555556"
"89","KP319190","7.02888888888889","15.4254222222222"
"90","KP319191","7.02888888888889","15.4362444444444"
"91","KP319192","7.02888888888889","15.4254222222222"
"92","KP319193","7.02444444444444","15.4004222222222"
"93","KP319194","7.01555555555556","15.3484444444444"
"94","KP319195","7.01777777777778","15.3288"
"95","KP319196","7.02222222222222","15.4023111111111"
"96","KP319197","7.02222222222222","15.4023111111111"
"97","KP319198","7.02222222222222","15.4023111111111"
"98","KP319199","7.02","15.3272222222222"
"99","KP319200","7.02222222222222","15.4023111111111"
"100","KP319201","7.02","15.3272222222222"
"101","KP319202","7.02222222222222","15.4023111111111"
"102","KP319203","7.02666666666667","15.4062222222222"
"103","KP319204","7.02666666666667","15.4098"
"104","KP319205","7.01333333333333","15.4265333333333"
"105","KP319206","7.02888888888889","15.4075333333333"
"106","KP319207","7.02888888888889","15.4075333333333"
"107","KP319208","7.02222222222222","15.4023111111111"
"108","KP319209","7.02222222222222","15.4023111111111"
"109","KP319210","7.02222222222222","15.4023111111111"
"110","KP319211","7.02222222222222","15.4023111111111"
"111","KP319212","7.02666666666667","15.4098"
"112","KP319213","7.02222222222222","15.4023111111111"
"113","AB519642","7.03555555555556","15.522"
"114","AF070449","7.03333333333333","15.4807777777778"
"115","AF351847","7.03555555555556","15.4713111111111"
"116","AF351852","7.03777777777778","15.5330444444444"
"117","AY854587","7.02888888888889","15.4215777777778"
"118","AY854592","7.04","15.4571555555556"
"119","AY854594","7.04","15.4484222222222"
"120","AY877433","7.03333333333333","15.4578444444444"
"121","AY877434","7.03111111111111","15.4526444444444"
"122","AY877435","7.03333333333333","15.4257555555556"
"123","GU592648","7.03555555555556","15.4940222222222"
"124","KF656696","7.04","15.4382222222222"
"125","KF656697","7.04","15.4382222222222"
"126","KF864234","7.02888888888889","15.4280888888889"
"127","KF864322","7.02888888888889","15.4374"
"128","KF864397","7.03111111111111","15.4296666666667"
"129","KM594040","7.03777777777778","15.5072666666667"
"130","KM594041","7.03777777777778","15.4442444444444"
"131","KM594042","7.03777777777778","15.5072666666667"
"132","KP202393","7.03111111111111","15.3541111111111"
"133","KT023101","7.03555555555556","15.3943555555556"
"134","KU523255","7.03555555555556","15.3943555555556"
"135","MN968374","7.04444444444444","15.4371111111111"
"136","MN968375","7.04","15.4193111111111"
"137","MN968376","7.04","15.4193111111111"
"138","MN968377","7.04","15.4513555555556"
"139","MN968378","7.04","15.4513555555556"
"140","MN968379","7.04","15.4513555555556"
"141","MN968380","7.04","15.4513555555556"
"142","MN968381","7.04","15.4513555555556"
"143","MN968382","7.04","15.4513555555556"
"144","MN968383","7.04","15.4513555555556"
"145","MN968384","7.04","15.4513555555556"
"146","MN968385","7.04","15.4513555555556"
"147","MN968386","7.04","15.4513555555556"
"148","MN968387","7.04","15.4193111111111"
"149","MT891038","7.04","15.4951555555556"
"150","MW249020","7.03333333333333","15.4733333333333"
"151","MW249021","7.04","15.4951555555556"
"152","AB284509","7.01333333333333","15.4490666666667"
"153","AB284510","7.01333333333333","15.4490666666667"
"154","AB284511","7.01333333333333","15.4534222222222"
"155","AB284512","7.01333333333333","15.4490666666667"
"156","AB284513","7.01777777777778","15.4576"
"157","AB284514","7.01777777777778","15.4852444444444"
"158","AB285215","7.01333333333333","15.4490666666667"
"159","EU853582","7.00666666666667","15.3346666666667"
"160","EU853584","7.00888888888889","15.3333777777778"
"161","EU853585","7.00888888888889","15.3333777777778"
"162","EU853586","7.00888888888889","15.3458666666667"
"163","EU853587","7.00888888888889","15.3764666666667"
"164","EU853588","7.00888888888889","15.3764666666667"
"165","EU853589","7.00888888888889","15.3764666666667"
"166","EU853590","7.01111111111111","15.3703333333333"
"167","HM179504","7.00666666666667","15.4450222222222"
"168","HM179505","7.00666666666667","15.393"
"169","HM179506","7.01333333333333","15.3971777777778"
"170","KF155002","7.01111111111111","15.3553777777778"
"171","KR534217","7.01333333333333","15.3382666666667"
"172","KR534218","7.01333333333333","15.3350222222222"
"173","KR534219","7.01111111111111","15.3555555555556"
"174","KR534220","7.01333333333333","15.3350222222222"
"175","KR534228","7.01111111111111","15.3553555555556"
"176","KR534229","7.00888888888889","15.3488444444444"
"177","KR534230","7.00666666666667","15.3303555555556"
"178","KR534231","7.01111111111111","15.3553555555556"
"179","KR534233","7.00888888888889","15.3698666666667"
"180","KR534238","7.01111111111111","15.3553555555556"
"181","KR534244","7.00888888888889","15.3456"
"182","KR534247","7.00888888888889","15.3456"
"183","KR534249","7.00888888888889","15.3456"
"184","KR534250","7.00888888888889","15.3456"
"185","KR534251","7.01111111111111","15.3555555555556"
"186","KR534252","7.00666666666667","15.3115555555556"
"187","KR534253","7.00888888888889","15.3456"
"188","KR906734","7.01111111111111","15.3555555555556"
"189","KR906735","7.00888888888889","15.3201555555556"
"190","KR906736","7.00888888888889","15.3206222222222"
"191","KR906739","7.00666666666667","15.3654222222222"
"192","KR906741","7.00888888888889","15.3463555555555"
