"","Accession","Hamming","Miyata","Hamming_stop0","Miyata_stop0","Hamming_norm","Miyata_norm","Hamming_stop0_norm","Miyata_stop0_norm"
"2","DQ666289","7.02","15.3488888888889","6.62","11.3488888888889","7.00074074074074","15.1185314814815","6.62314814814815","11.3426055555556"
"3","DQ666290","7.03111111111111","15.3271777777778","6.63111111111111","11.3271777777778","7.01333333333333","15.1156240740741","6.63462962962963","11.328587037037"
"4","DQ866105","7.03333333333333","15.3853111111111","6.63111111111111","11.3630888888889","7.01703703703704","15.1913","6.63444444444445","11.3653740740741"
"5","DQ866106","7.02444444444444","15.3677555555556","6.62222222222222","11.3455333333333","7.01407407407407","15.1796425925926","6.63092592592593","11.3481611111111"
"6","DQ866108","7.02","15.3323111111111","6.62","11.3323111111111","7.00814814814815","15.1330777777778","6.62833333333333","11.3349296296296"
"7","DQ866109","7.02","15.3577777777778","6.61777777777778","11.3355555555556","7.00814814814815","15.1655314814815","6.625","11.33405"
"8","DQ866110","7.02","15.3270444444444","6.62","11.3270444444444","7.01111111111111","15.1548740740741","6.62962962962963","11.3400592592593"
"9","DQ866112","7.02444444444444","15.3403777777778","6.62444444444444","11.3403777777778","7.01259259259259","15.1582388888889","6.63055555555556","11.3378685185185"
"10","DQ866116","7.02","15.3184","6.62222222222222","11.3406222222222","7.01111111111111","15.1568185185185","6.62962962962963","11.3420037037037"
"11","DQ866119","7.02444444444444","15.3578222222222","6.62222222222222","11.3356","7.01259259259259","15.1553611111111","6.63055555555556","11.3349907407407"
"12","EU086182","7.02444444444444","15.3767333333333","6.61777777777778","11.3100666666667","7.01111111111111","15.1568185185185","6.62962962962963","11.3420037037037"
"13","EU086183","7.01111111111111","15.2878888888889","6.61333333333333","11.3101111111111","7.00814814814815","15.1162444444444","6.63","11.334762962963"
"14","EU159386","7.02444444444444","15.3767333333333","6.61777777777778","11.3100666666667","7.01111111111111","15.1568185185185","6.62962962962963","11.3420037037037"
"15","EU828653","7.02","15.3436888888889","6.61777777777778","11.3214666666667","7.01555555555556","15.1553240740741","6.63462962962963","11.3460648148148"
"16","FJ561726","7.02222222222222","15.3151333333333","6.62444444444444","11.3373555555556","7.01037037037037","15.132212962963","6.63055555555556","11.3340648148148"
"17","FJ561727","7.01555555555556","15.3558222222222","6.61333333333333","11.3336","7.00666666666667","15.1795796296296","6.6237037037037","11.34995"
"18","FJ561728","7.02","15.3054888888889","6.62444444444444","11.3499333333333","7.01111111111111","15.1586740740741","6.62962962962963","11.3438592592593"
"19","FJ866829","7.01777777777778","15.2634888888889","6.62666666666667","11.3523777777778","7.01111111111111","15.1242796296296","6.63296296296296","11.3427981481481"
"20","FJ866830","7.03111111111111","15.325","6.63333333333333","11.3472222222222","7.01703703703704","15.1437185185185","6.63685185185185","11.3418666666667"
"21","FJ866831","7.01555555555556","15.326","6.61777777777778","11.3482222222222","7.00592592592593","15.1667537037037","6.62277777777778","11.3352722222222"
"22","GQ472468","7.02222222222222","15.3652444444444","6.62","11.3430222222222","7.00814814814815","15.1502425925926","6.62759259259259","11.344687037037"
"23","GQ472470","7.02444444444444","15.3148222222222","6.62666666666667","11.3370444444444","7.01111111111111","15.1334074074074","6.63018518518519","11.3241481481481"
"24","GQ472473","7.02444444444444","15.36","6.62222222222222","11.3377777777778","7.01259259259259","15.1582388888889","6.63055555555556","11.3378685185185"
"25","GQ472477","7.02444444444444","15.3253777777778","6.62444444444444","11.3253777777778","7.01481481481482","15.1412314814815","6.63351851851852","11.3282685185185"
"26","GU358653","7.01555555555556","15.3411333333333","6.61333333333333","11.3189111111111","7.01111111111111","15.1568185185185","6.62962962962963","11.3420037037037"
"27","HM486355","7.02666666666667","15.4172666666667","6.61333333333333","11.2839333333333","7.00814814814815","15.1593888888889","6.62555555555556","11.333462962963"
"28","HM486356","7.02666666666667","15.4308","6.61333333333333","11.2974666666667","7.00814814814815","15.18225","6.625","11.3507685185185"
"29","HM486357","7.02666666666667","15.4172666666667","6.61333333333333","11.2839333333333","7.00814814814815","15.1593888888889","6.62555555555556","11.333462962963"
"30","HM486358","7.02666666666667","15.4172666666667","6.61333333333333","11.2839333333333","7.00814814814815","15.1593888888889","6.62555555555556","11.333462962963"
"31","HM486359","7.02666666666667","15.4172666666667","6.61333333333333","11.2839333333333","7.00814814814815","15.1593888888889","6.62555555555556","11.333462962963"
"32","HM486361","7.02666666666667","15.4172666666667","6.61333333333333","11.2839333333333","7.00814814814815","15.1593888888889","6.62555555555556","11.333462962963"
"33","HM486362","7.02666666666667","15.4172666666667","6.61333333333333","11.2839333333333","7.00814814814815","15.1593888888889","6.62555555555556","11.333462962963"
"34","HM486364","7.02666666666667","15.4172666666667","6.61333333333333","11.2839333333333","7.00814814814815","15.1593888888889","6.62555555555556","11.333462962963"
"35","HM486365","7.02666666666667","15.4172666666667","6.61333333333333","11.2839333333333","7.00814814814815","15.1593888888889","6.62555555555556","11.333462962963"
"36","HM486366","7.02666666666667","15.4172666666667","6.61333333333333","11.2839333333333","7.00814814814815","15.1593888888889","6.62555555555556","11.333462962963"
"37","HM486367","7.02666666666667","15.4172666666667","6.61333333333333","11.2839333333333","7.00814814814815","15.1593888888889","6.62555555555556","11.333462962963"
"38","HM486368","7.02888888888889","15.3767111111111","6.62444444444444","11.3322666666667","7.01259259259259","15.1582388888889","6.63055555555556","11.3378685185185"
"39","HM486369","7.02666666666667","15.4142888888889","6.61333333333333","11.2809555555556","7.00666666666667","15.1434962962963","6.62518518518519","11.3286814814815"
"40","HM486370","7.02666666666667","15.4172666666667","6.61333333333333","11.2839333333333","7.00814814814815","15.1593888888889","6.62555555555556","11.333462962963"
"41","HM486371","7.02666666666667","15.4172666666667","6.61333333333333","11.2839333333333","7.00814814814815","15.1593888888889","6.62555555555556","11.333462962963"
"42","HM486372","7.02666666666667","15.4172666666667","6.61333333333333","11.2839333333333","7.00814814814815","15.1593888888889","6.62555555555556","11.333462962963"
"43","HM486373","7.02666666666667","15.4172666666667","6.61333333333333","11.2839333333333","7.00814814814815","15.1593888888889","6.62555555555556","11.333462962963"
"44","HM486374","7.02666666666667","15.4366444444444","6.61333333333333","11.3033111111111","7.00814814814815","15.1733111111111","6.625","11.3418296296296"
"45","HM486375","7.02666666666667","15.4366444444444","6.61333333333333","11.3033111111111","7.00814814814815","15.1733111111111","6.625","11.3418296296296"
"46","HM486379","7.02222222222222","15.4093333333333","6.60888888888889","11.276","7.0037037037037","15.1608833333333","6.62055555555556","11.3294018518518"
"47","HM486380","7.02222222222222","15.4093333333333","6.60888888888889","11.276","7.0037037037037","15.1608833333333","6.62055555555556","11.3294018518518"
"48","HM486381","7.01111111111111","15.3095777777778","6.61555555555556","11.3540222222222","6.99555555555556","15.1279925925926","6.61722222222222","11.3446592592593"
"49","JF819605","7.00666666666667","15.4384666666667","6.59111111111111","11.2829111111111","6.98592592592593","15.1635518518519","6.60222222222222","11.3265148148148"
"50","JF819615","7.02444444444444","15.4100222222222","6.61111111111111","11.2766888888889","7.00592592592593","15.1551148148148","6.62333333333333","11.3291888888889"
"51","JF819622","7.02666666666667","15.4172666666667","6.61333333333333","11.2839333333333","7.00814814814815","15.1593888888889","6.62555555555556","11.333462962963"
"52","JN974823","7.02444444444444","15.3292888888889","6.62666666666667","11.3515111111111","7.01555555555556","15.1727740740741","6.63407407407407","11.3579592592593"
"53","JN974824","7.02","15.3289555555556","6.62","11.3289555555556","7.01111111111111","15.1568185185185","6.62962962962963","11.3420037037037"
"54","JN974828","7.02444444444444","15.3589111111111","6.62222222222222","11.3366888888889","7.01259259259259","15.1582388888889","6.63055555555556","11.3378685185185"
"55","JN974829","7.02444444444444","15.3561777777778","6.62222222222222","11.3339555555556","7.01259259259259","15.1582388888889","6.63055555555556","11.3378685185185"
"56","JN974838","7.02","15.3442444444444","6.62","11.3442444444444","7.01111111111111","15.1728203703704","6.62962962962963","11.3580055555556"
"57","JN974842","7.02","15.292","6.62666666666667","11.3586666666667","7.01555555555556","15.1708296296296","6.63407407407407","11.3560148148148"
"58","JN974845","7.02888888888889","15.3476888888889","6.62888888888889","11.3476888888889","7.01555555555556","15.1727740740741","6.63407407407407","11.3579592592593"
"59","JN974854","7.02666666666667","15.4172666666667","6.61333333333333","11.2839333333333","7.00814814814815","15.1593888888889","6.62555555555556","11.333462962963"
"60","JN974870","7.03777777777778","15.4204444444444","6.62444444444444","11.2871111111111","7.01407407407407","15.15965","6.62944444444444","11.3133537037037"
"61","JN974871","7.02666666666667","15.3634888888889","6.62","11.2968222222222","7.00814814814815","15.1035111111111","6.63222222222222","11.3442518518519"
"62","JN974872","7.02888888888889","15.4072444444444","6.61777777777778","11.2961333333333","7.00814814814815","15.1593888888889","6.62555555555556","11.333462962963"
"63","JN974873","7.02222222222222","15.4193333333333","6.60666666666667","11.2637777777778","7.01037037037037","15.1858703703704","6.62407407407407","11.3229074074074"
"64","JQ970480","7.02888888888889","15.3471777777778","6.62888888888889","11.3471777777778","7.01555555555556","15.1727740740741","6.63407407407407","11.3579592592593"
"65","KT221107","7.03111111111111","15.4130666666667","6.62222222222222","11.3241777777778","7.01407407407407","15.1663407407407","6.63259259259259","11.3515259259259"
"66","KT894558","7.02","15.3456","6.61777777777778","11.3233777777778","7.01555555555556","15.1638351851852","6.63407407407407","11.3490203703704"
"67","KT894572","7.02","15.341","6.62","11.341","7.01555555555556","15.1576407407407","6.6362962962963","11.3650481481482"
"68","KT894573","7.02444444444444","15.3684222222222","6.62222222222222","11.3462","7.01555555555556","15.1727740740741","6.63407407407407","11.3579592592593"
"69","KT894577","7.02222222222222","15.4319777777778","6.61111111111111","11.3208666666667","7.00814814814815","15.1710425925926","6.625","11.3395611111111"
"70","KT894578","7.02222222222222","15.4319777777778","6.61111111111111","11.3208666666667","7.00814814814815","15.1710425925926","6.625","11.3395611111111"
"71","KX148264","7.02","15.3589333333333","6.61555555555556","11.3144888888889","7.01111111111111","15.1568185185185","6.62962962962963","11.3420037037037"
"72","KY451767","7.01555555555556","15.3169333333333","6.62","11.3613777777778","7.00888888888889","15.1702185185185","6.62740740740741","11.3554037037037"
"73","MG201879","7.01777777777778","15.3822","6.61333333333333","11.3377555555556","7.00592592592593","15.1556833333333","6.62388888888889","11.335312962963"
"74","MG201880","7.02","15.3944","6.61333333333333","11.3277333333333","7.00962962962963","15.1814240740741","6.62537037037037","11.3388314814815"
"75","MG201884","7.02444444444444","15.3589111111111","6.62222222222222","11.3366888888889","7.01259259259259","15.1582388888889","6.63055555555556","11.3378685185185"
"76","MG201919","7.02444444444444","15.3480888888889","6.62444444444444","11.3480888888889","7.01259259259259","15.1582388888889","6.63055555555556","11.3378685185185"
"77","MG201921","7.02666666666667","15.3512222222222","6.62444444444444","11.329","7.01481481481482","15.1564518518519","6.63277777777778","11.3360814814815"
"78","FJ598135","7.02888888888889","15.4014","6.62","11.3125111111111","7.01481481481482","15.1606240740741","6.63444444444445","11.3569203703704"
"79","FJ712195","7.02888888888889","15.4764222222222","6.61111111111111","11.2986444444444","7.01851851851852","15.2610777777778","6.6287037037037","11.3629296296296"
"80","FJ712196","7.02444444444444","15.3876444444444","6.61555555555556","11.2987555555556","7.01037037037037","15.1679166666667","6.62888888888889","11.3531018518519"
"81","GU647092","7.02888888888889","15.4254222222222","6.62","11.3365333333333","7.01481481481482","15.1838722222222","6.63333333333333","11.3690574074074"
"82","KF726852","7.01777777777778","15.3352","6.61555555555556","11.3129777777778","7.00814814814815","15.1607648148148","6.62666666666667","11.34595"
"83","KP319184","7.01777777777778","15.3352","6.61555555555556","11.3129777777778","7.00814814814815","15.1607648148148","6.62666666666667","11.34595"
"84","KP319185","7.02888888888889","15.4076444444444","6.62222222222222","11.3409777777778","7.01481481481482","15.1838722222222","6.63333333333333","11.3690574074074"
"85","KP319186","7.02222222222222","15.3345333333333","6.62444444444444","11.3567555555556","7.01185185185185","15.1832888888889","6.63037037037037","11.3684740740741"
